countryyearcode,INVPRIMARYTEACHERS,PRIMARYTEACHERS,INVLOWERTEACHERS,LOWERTEACHERS,INVUPPERTEACHERS,
BHR1996,,,,,,
BHR1997,,,,,,
BHR1998,,,,,,
BHR1999,,,,,,
BHR2000,,,,,,
BHR2001,,,,,,
BHR2002,,,,,,
BHR2003,,,,,,
BHR2004,,,,,,
BHR2005,,,,,,
BHR2006,,,,,,
BHR2007,,,,,,
BHR2008,,,,,,
BHR2009,,,,,,
BHR2010,,,,,,
BHR2011,0.078301213,12.77119417,0.079331435,12.60534372,0.105602758,9.469449627
BHR2012,0.081016069,12.34323026,0.0819637,12.20052288,0.109500988,9.132337689
BHR2013,0.082418982,12.1331273,0.088084693,11.35271033,0.105545696,9.474569234
BHR2014,0.085466144,11.70053957,0.092361686,10.82700024,0.108474801,9.218730871
BHR2015,0.086262878,11.59247207,0.094638645,10.56650804,0.11308669,8.842773634
BHR2016,0.08383649,11.92798022,0.095788113,10.43970872,0.117607728,8.50284258
BHR2017,0.083239675,12.01350193,0.090862835,11.00559983,0.112044378,8.925035077
BHR2018,0.083336242,11.9995812,0.087767261,11.39377014,0.105833949,9.448763955
BHR2019,0.080068388,12.48932347,0.085629175,11.67826275,0.101119849,9.889255237
BHR2020,0.074592533,13.40616769,0.091826755,10.89007235,0.09138014,10.94329688
BHR2021,,,,,,
BHR2022,,,,,,
BGD1980,0.013371157,74.78784471,,,,
BGD1981,0.012726215,78.57795729,,,,
BGD1982,,,,,,
BGD1983,0.014206501,70.39030867,,,,
BGD1984,0.015292066,65.39338754,,,,
BGD1985,0.014878215,67.2123644,,,,
BGD1986,0.014529723,68.82443573,,,,
BGD1987,0.01423261,70.26118105,,,,
BGD1988,0.013903021,71.92681257,,,,
BGD1989,0.013316471,75.09496875,,,,
BGD1990,0.01330006,75.18763324,,,,
BGD1991,,,,,,
BGD1992,,,,,,
BGD1993,,,,,,
BGD1994,,,,,,
BGD1995,,,,,,
BGD1996,,,,,,
BGD1997,,,,,,
BGD1998,,,0.014631914,68.34376097,0.010693203,93.51734555
BGD1999,,,0.01498511,66.73290968,0.011285466,88.60954539
BGD2000,,,0.014910959,67.06476749,0.011408005,87.65774828
BGD2001,,,0.015436282,64.78243793,0.012186129,82.0605128
BGD2002,,,0.017261962,57.93084199,0.013575601,73.66156173
BGD2003,,,0.019720623,50.70833766,0.014381773,69.53245594
BGD2004,,,0.019976003,50.0600654,0.01588087,62.96884325
BGD2005,0.021609065,46.27687453,0.02355087,42.46127712,0.016614126,60.1897444
BGD2006,0.021543601,46.41749538,0.023295397,42.92693557,0.015647422,63.90829101
BGD2007,0.022705928,44.04136145,0.023372927,42.7845424,0.015858371,63.05818077
BGD2008,0.022763496,43.92998292,0.020721612,48.2587947,0.01426589,70.09727419
BGD2009,0.022493679,44.45693457,0.021823265,45.82265737,0.014597056,68.50696303
BGD2010,0.024659719,40.55196177,0.021440263,46.6412184,0.015737325,63.54320176
BGD2011,0.028730121,34.80667512,0.020718431,48.26620365,0.014347004,69.70096376
BGD2012,,,0.021297043,46.95487583,0.013928024,71.79769211
BGD2013,,,0.021313594,46.91841342,0.013868734,72.1046368
BGD2014,,,,,,
BGD2015,0.034409182,29.06201047,,,,
BGD2016,0.036176183,27.64249609,0.021610668,46.27344209,0.018325425,54.56899301
BGD2017,0.038259966,26.1369806,0.024515095,40.79119432,0.017525047,57.06118853
BGD2018,0.038751605,25.80538303,,,0.020423172,48.96399073
BGD2019,0.048770565,20.50417082,0.021132782,47.31984749,,
BGD2020,0.048596367,20.57766995,0.025044949,39.92821097,0.019190762,52.10840571
BGD2021,0.024542259,40.74604492,0.025545273,39.14618575,0.020764308,48.15956277
BGD2022,,,,,,
BRB1980,,,,,,
BRB1981,,,,,,
BRB1982,,,,,,
BRB1983,0.049075719,20.3766756,,,,
BRB1984,0.045150674,22.14806378,,,,
BRB1985,0.051203517,19.52990852,,,,
BRB1986,,,,,,
BRB1987,,,,,,
BRB1988,,,,,,
BRB1989,0.064968101,15.39216905,,,,
BRB1990,0.064306358,15.5505618,,,,
BRB1991,,,,,,
BRB1992,0.061909508,16.15260786,,,,
BRB1993,,,,,,
BRB1994,,,,,,
BRB1995,,,,,,
BRB1996,,,,,,
BRB1997,,,,,,
BRB1998,,,,,,
BRB1999,0.057516286,17.38637993,,,,
BRB2000,0.057287383,17.45585068,,,,
BRB2001,0.058273912,17.16033755,,,,
BRB2002,0.060845467,16.43507818,,,,
BRB2003,0.061154394,16.35205479,,,,
BRB2004,0.060222005,16.60522599,,,,
BRB2005,0.063469432,15.75561607,,,,
BRB2006,,,,,,
BRB2007,0.068522767,14.59368963,,,,
BRB2008,0.075182643,13.30094229,,,,
BRB2009,0.071033904,14.07778469,,,,
BRB2010,0.076568063,13.06027555,,,,
BRB2011,0.075102611,13.31511628,,,,
BRB2012,,,,,,
BRB2013,,,,,,
BRB2014,0.074865108,13.35735736,,,,
BRB2015,0.071562916,13.97371795,0.050881306,19.65358362,0.077125559,12.96587031
BRB2016,0.072876584,13.72182872,0.047531993,21.03846154,0.071615606,13.96343693
BRB2017,0.069355844,14.41839557,0.048276469,20.7140255,0.071428571,14
BRB2018,0.071007371,14.08304498,0.048869829,20.46252285,0.070842558,14.11580882
BRB2019,0.070506355,14.18311874,0.049586025,20.16697248,0.071728298,13.94149909
BRB2020,0.076441038,13.08197832,0.055086711,18.15319865,0.078786266,12.69256757
BRB2021,0.081612064,12.25309044,0.05760849,17.35855263,0.082373662,12.13980263
BRB2022,,,,,,
BLR1980,,,,,,
BLR1981,,,,,,
BLR1982,,,,,,
BLR1983,,,,,,
BLR1984,,,,,,
BLR1985,,,,,,
BLR1986,,,,,,
BLR1987,,,,,,
BLR1988,,,,,,
BLR1989,,,,,,
BLR1990,,,,,,
BLR1991,,,,,,
BLR1992,0.046855284,21.34231023,,,,
BLR1993,0.048529972,20.60582278,,,,
BLR1994,0.049720399,20.11246914,,,,
BLR1995,0.049717751,20.11354037,,,,
BLR1996,,,,,,
BLR1997,,,,,,
BLR1998,0.053050133,18.85009404,,,,
BLR1999,0.057030166,17.53457973,,,,
BLR2000,0.062458404,16.01065574,,,,
BLR2001,0.06594515,15.16411739,,,,
BLR2002,0.067505153,14.813684,,,,
BLR2003,0.064233488,15.56820337,,,,
BLR2004,0.064742377,15.44583381,,,,
BLR2005,0.061383309,16.29107347,,,,
BLR2006,0.062011252,16.12610571,,,,
BLR2007,0.063750046,15.68626325,,,,
BLR2008,0.068405502,14.61870717,,,,
BLR2009,0.06996972,14.29189664,,,,
BLR2010,0.069737118,14.33956582,,,,
BLR2011,0.068249455,14.65213162,,,,
BLR2012,0.066948705,14.93680865,,,,
BLR2013,0.063928025,15.64259179,0.134774648,7.419793059,0.139538126,7.166500167
BLR2014,0.05966493,16.76026449,0.130194702,7.680804088,0.132901064,7.524394251
BLR2015,0.056431078,17.72073176,0.124068765,8.060046404,0.13116658,7.623893232
BLR2016,0.055120127,18.14219343,0.122362066,8.172467446,0.136292176,7.33717835
BLR2017,0.054229762,18.44005867,0.118597595,8.431874206,0.13782655,7.255496138
BLR2018,0.052255165,19.13686435,0.115941684,8.625025664,0.129565167,7.718123821
BLR2019,0.050643822,19.74574521,0.110148641,9.078641264,0.126146138,7.927313668
BLR2020,0.048828626,20.47978981,0.107741873,9.281442495,0.121798775,8.21026317
BLR2021,0.047663635,20.98035556,0.106220003,9.414422629,0.124257888,8.047778857
BLR2022,,,,,,
BEL1980,0.053377762,18.73439338,,,,
BEL1981,0.057054522,17.52709455,,,,
BEL1982,0.056526967,17.69067139,,,,
BEL1983,,,,,,
BEL1984,0.053302503,18.76084511,,,,
BEL1985,0.058415869,17.11863597,,,,
BEL1986,0.059786182,16.72627291,,,,
BEL1987,,,,,,
BEL1988,,,,,,
BEL1989,,,,,,
BEL1990,,,,,,
BEL1991,,,,,,
BEL1992,,,,,,
BEL1993,0.082940097,12.05689453,,,,
BEL1994,0.083940612,11.9131845,,,,
BEL1995,,,,,,
BEL1996,,,,,,
BEL1997,,,,,,
BEL1998,,,,,,
BEL1999,,,,,,
BEL2000,,,,,,
BEL2001,,,,,,
BEL2002,,,,,,
BEL2003,,,,,,
BEL2004,,,,,,
BEL2005,0.08743153,11.43752139,0.16797785,5.953165839,,
BEL2006,,,,,,
BEL2007,,,,,,
BEL2008,0.091383419,10.9429042,0.164816423,6.06735652,,
BEL2009,0.091668737,10.90884449,0.167768047,5.960610607,,
BEL2010,0.092370457,10.82597222,0.171875505,5.818164719,,
BEL2011,0.091111431,10.9755712,0.169337842,5.905354559,,
BEL2012,0.091276519,10.95572011,0.171217358,5.840529331,,
BEL2013,0.093173027,10.7327199,0.192477304,5.195417732,0.15964603,6.263857599
BEL2014,0.0922179,10.84388167,0.193693418,5.162798059,0.161741925,6.182688866
BEL2015,0.091846984,10.88767383,0.194772035,5.13420728,0.163649743,6.110611478
BEL2016,0.091385673,10.94263434,0.195485007,5.115481813,0.166363231,6.010943597
BEL2017,0.092139771,10.8530767,0.196325883,5.093571894,0.166377715,6.01042031
BEL2018,0.091905347,10.8807597,0.194907535,5.130637981,0.16493912,6.06284305
BEL2019,0.092082264,10.85985459,0.191485017,5.222340725,0.162538415,6.152391736
BEL2020,0.093465698,10.69911234,0.193286498,5.17366711,0.163608344,6.112157698
BEL2021,,,,,,
BEL2022,,,,,,
BLZ1980,,,,,,
BLZ1981,,,,,,
BLZ1982,,,,,,
BLZ1983,,,,,,
BLZ1984,,,,,,
BLZ1985,,,,,,
BLZ1986,,,,,,
BLZ1987,,,,,,
BLZ1988,,,,,,
BLZ1989,,,,,,
BLZ1990,,,,,,
BLZ1991,,,,,,
BLZ1992,,,,,,
BLZ1993,,,,,,
BLZ1994,,,,,,
BLZ1995,,,,,,
BLZ1996,,,,,,
BLZ1997,,,,,,
BLZ1998,,,,,,
BLZ1999,0.050667026,19.73670213,0.030690986,32.58285714,0.018881693,52.96135266
BLZ2000,0.049715321,20.11452369,0.034107718,29.31887755,0.018945487,52.78301887
BLZ2001,0.049263409,20.29904186,0.036086677,27.71105826,0.019994668,50.01333333
BLZ2002,,,,,,
BLZ2003,0.053565119,18.66886544,0.037350618,26.77331887,0.0258031,38.75503356
BLZ2004,0.048576562,20.58605974,0.044745016,22.34885764,0.033248082,30.07692308
BLZ2005,0.047948602,20.85566526,0.043890503,22.78397213,0.034135376,29.29512195
BLZ2006,0.049560687,20.17728285,0.046390409,21.55617978,0.039980615,25.01212121
BLZ2007,0.049433304,20.2292769,0.046235043,21.62861611,0.040381161,24.76402321
BLZ2008,0.049669446,20.13310135,0.046596748,21.46072508,0.03872679,25.82191781
BLZ2009,0.049933422,20.02666667,0.047474886,21.06376812,0.037948567,26.35145631
BLZ2010,0.050608283,19.75961132,0.048518431,20.61072423,0.036683417,27.26027397
BLZ2011,0.050870176,19.65788373,0.050854801,19.663827,0.037473684,26.68539326
BLZ2012,0.052768992,18.95052293,0.050948953,19.62748876,0.039989063,25.00683761
BLZ2013,0.049597513,20.16230142,0.049160749,20.34143139,0.039665552,25.21079258
BLZ2014,0.049812212,20.07539854,,,0.038309896,26.10291595
BLZ2015,0.055238797,18.10321821,0.054163889,18.46248535,0.039904126,25.06006494
BLZ2016,0.055827791,17.91222571,0.050647746,19.74421513,0.040435758,24.73058637
BLZ2017,0.057811092,17.29771863,0.05572991,17.94368601,0.040796904,24.51166407
BLZ2018,0.05646013,17.71161341,0.056582722,17.67323944,0.040133358,24.9169279
BLZ2019,0.057516884,17.38619901,0.058064308,17.22228381,0.040120173,24.925117
BLZ2020,0.056576655,17.67513472,0.058517047,17.08903728,0.040911087,24.44325153
BLZ2021,0.054067492,18.49540184,0.060092754,16.64094143,0.043155894,23.17180617
BLZ2022,0.072358247,13.82012467,,,,
BEN1980,0.010673296,93.69176722,,,,
BEN1981,0.012697697,78.75444083,,,,
BEN1982,0.016607129,60.21510452,,,,
BEN1983,0.017544023,56.99947085,,,,
BEN1984,0.018193485,54.9647291,,,,
BEN1985,0.019208137,52.06127063,,,,
BEN1986,0.018888377,52.94261076,,,,
BEN1987,0.018812915,53.15497224,,,,
BEN1988,0.018433536,54.24895145,,,,
BEN1989,0.017503024,57.13298604,,,,
BEN1990,0.016779362,59.59702038,,,,
BEN1991,0.016102459,62.10231632,,,,
BEN1992,0.015413077,64.87997318,,,,
BEN1993,0.014616262,68.41694478,,,,
BEN1994,0.013837615,72.26679047,,,,
BEN1995,0.014077983,71.03290152,,,,
BEN1996,0.013973203,71.56555548,,,,
BEN1997,0.015283511,65.42999045,,,,
BEN1998,0.015110045,66.18113819,,,,
BEN1999,0.014904659,67.09311295,0.010609476,94.25535852,0.006178889,161.8413903
BEN2000,0.015675202,63.79503106,0.010723436,93.25369385,0.007251311,137.9060956
BEN2001,0.016952826,58.98721461,0.010606809,94.27906304,0.011490029,87.03198552
BEN2002,0.018156596,55.07640357,,,,
BEN2003,0.016052154,62.29693487,0.013819537,72.36132528,0.009449771,105.8226657
BEN2004,0.020107837,49.73185318,0.014037397,71.2382797,0.009109696,109.773146
BEN2005,0.02153346,46.43935626,,,,
BEN2006,0.023219979,43.06636016,,,,
BEN2007,,,,,,
BEN2008,0.025405313,39.3618454,,,,
BEN2009,0.026396036,37.88447587,,,,
BEN2010,0.025899406,38.61092372,,,,
BEN2011,0.027765651,36.01572364,,,,
BEN2012,0.02881444,34.70482115,,,,
BEN2013,0.029439832,33.96758543,0.064060083,15.610345,0.046465273,21.52144897
BEN2014,0.028219906,35.43597968,0.063494466,15.74940397,0.046690593,21.41759047
BEN2015,0.029407813,34.00456851,,,,
BEN2016,0.031436728,31.809926,,,,
BEN2017,0.029067426,34.40277106,,,,
BEN2018,0.031114087,32.13978286,,,,
BEN2019,0.028544931,35.03248908,,,,
BEN2020,0.029810641,33.54506859,,,,
BEN2021,0.02996392,33.37347071,,,,
BEN2022,,,,,,
BMU1980,0.041020824,24.3778626,,,,
BMU1981,0.048964218,20.42307692,,,,
BMU1982,0.051468266,19.42944785,,,,
BMU1983,0.051635664,19.36645963,,,,
BMU1984,0.051896863,19.26898734,,,,
BMU1985,0.052310818,19.11650485,,,,
BMU1986,,,,,,
BMU1987,,,,,,
BMU1988,,,,,,
BMU1989,,,,,,
BMU1990,,,,,,
BMU1991,,,,,,
BMU1992,,,,,,
BMU1993,,,,,,
BMU1994,,,,,,
BMU1995,0.078288806,12.77321814,,,,
BMU1996,,,,,,
BMU1997,0.09201155,10.86820084,,,,
BMU1998,,,,,,
BMU1999,,,,,,
BMU2000,,,,,,
BMU2001,0.105015674,9.52238806,0.117127496,8.537704918,0.102719033,9.735294118
BMU2002,0.108300395,9.233576642,0.132950192,7.521613833,0.090368609,11.06578947
BMU2003,0.109403074,9.140510949,0.131336406,7.614035088,0.100995316,9.901449275
BMU2004,0.113131313,8.839285714,0.130888031,7.640117994,0.104456019,9.573407202
BMU2005,0.117008197,8.546409807,0.125680934,7.956656347,0.103368845,9.674094708
BMU2006,0.118075802,8.469135802,0.144317735,6.929155313,0.109573241,9.126315789
BMU2007,,,,,,
BMU2008,,,,,,
BMU2009,,,,,,
BMU2010,0.134991119,7.407894737,0.167430237,5.972636816,0.127833182,7.822695035
BMU2011,0.109979633,9.092592593,0.133305121,7.501587302,0.108562691,9.211267606
BMU2012,0.098916302,10.10955711,0.141993958,7.042553191,0.103588144,9.653614458
BMU2013,0.134570221,7.431064572,0.178021978,5.617283951,0.120788303,8.278947368
BMU2014,0.14589811,6.854098361,0.186129754,5.372596154,0.131136951,7.625615764
BMU2015,0.097073171,10.30150754,0.141492266,7.067524116,0.107142857,9.333333333
BMU2016,0.104685942,9.552380952,0.156264448,6.399408284,0.110963455,9.011976048
BMU2017,,,,,,
BMU2018,,,,,,
BMU2019,,,,,,
BMU2020,,,,,,
BMU2021,,,,,,
BMU2022,,,,,,
BTN1980,,,,,,
BTN1981,,,,,,
BTN1982,0.014952792,66.87714286,,,,
BTN1983,0.016116336,62.04884319,,,,
BTN1984,0.015409581,64.89469104,,,,
BTN1985,,,,,,
BTN1986,0.014533572,68.80620742,,,,
BTN1987,0.014878988,67.20886981,,,,
BTN1988,0.015624193,64.00330469,,,,
BTN1989,,,,,,
BTN1990,,,,,,
BTN1991,0.01795153,55.70555861,,,,
BTN1992,,,,,,
BTN1993,0.018251794,54.78913394,,,,
BTN1994,,,,,,
BTN1995,0.017624669,56.738655,,,,
BTN1996,,,,,,
BTN1997,,,,,,
BTN1998,0.018174331,55.02265861,0.00834183,119.8777778,,
BTN1999,0.017560324,56.94655704,0.01116969,89.528,0.002659363,376.0298507
BTN2000,0.018513379,54.01499033,0.012372949,80.82147838,,
BTN2001,0.019915133,50.21307073,0.012736195,78.5163827,,
BTN2002,,,,,,
BTN2003,,,,,,
BTN2004,,,,,,
BTN2005,0.029325325,34.10021855,0.016846171,59.36067102,0.013785069,72.54225352
BTN2006,0.032401883,30.86240365,0.018895394,52.92294946,0.027329391,36.59064327
BTN2007,,,,,,
BTN2008,0.033784298,29.59954942,0.021226415,47.11111111,0.026696189,37.45853081
BTN2009,0.037958785,26.34436243,0.027341524,36.57440649,0.031882049,31.36561265
BTN2010,0.023580512,42.40790021,0.053226837,18.78751501,0.041763487,23.9443609
BTN2011,0.02372452,42.1504834,0.059296743,16.8643326,0.044253654,22.59700428
BTN2012,0.024965845,40.05472233,0.062068966,16.11111111,0.049300933,20.28359173
BTN2013,0.037293696,26.81418362,0.053153484,18.81344221,0.058187087,17.18594355
BTN2014,,,0.05462825,18.30554695,0.064053225,15.61201629
BTN2015,0.026055554,38.37953263,0.069322572,14.42531583,0.064388049,15.53083248
BTN2016,0.026803259,37.30889637,0.070782424,14.12780103,0.082365577,12.1409943
BTN2017,0.027597263,36.23547758,0.075447321,13.25428102,0.082669119,12.09641533
BTN2018,0.027400698,36.49542015,0.078438415,12.74885531,0.088330912,11.321065
BTN2019,0.027473258,36.39903265,0.077148313,12.9620462,,
BTN2020,0.031384491,31.86287146,0.075621452,13.22376093,0.111281685,8.986204684
BTN2021,0.031747297,31.49874417,0.069622252,14.36322391,0.11776635,8.491389914
BTN2022,,,,,,
BOL1980,,,,,,
BOL1981,,,,,,
BOL1982,,,,,,
BOL1983,,,,,,
BOL1984,,,,,,
BOL1985,,,,,,
BOL1986,,,,,,
BOL1987,,,,,,
BOL1988,,,,,,
BOL1989,,,,,,
BOL1990,,,,,,
BOL1991,,,,,,
BOL1992,,,,,,
BOL1993,,,,,,
BOL1994,,,,,,
BOL1995,,,,,,
BOL1996,,,,,,
BOL1997,,,,,,
BOL1998,,,,,,
BOL1999,0.047849667,20.89878681,0.037910641,26.37781836,0.035090604,28.49765736
BOL2000,,,,,,
BOL2001,,,,,,
BOL2002,,,,,,
BOL2003,,,,,,
BOL2004,,,,,,
BOL2005,,,,,,
BOL2006,,,,,,
BOL2007,,,,,,
BOL2008,,,,,,
BOL2009,,,,,,
BOL2010,0.070995317,14.0854361,,,,
BOL2011,0.071005713,14.08337383,,,,
BOL2012,0.070339734,14.21671565,,,,
BOL2013,0.05900093,16.94888534,,,,
BOL2014,0.057222242,17.47572199,,,,
BOL2015,0.056424319,17.72285472,,,,
BOL2016,0.056108795,17.82251792,,,,
BOL2017,0.05544803,18.03490599,,,,
BOL2018,0.055146326,18.13357424,,,,
BOL2019,0.054391397,18.38526057,,,,
BOL2020,0.054288208,18.4202063,,,,
BOL2021,0.054264956,18.42809937,,,,
BOL2022,,,,,,
BIH1980,,,,,,
BIH1981,,,,,,
BIH1982,,,,,,
BIH1983,,,,,,
BIH1984,,,,,,
BIH1985,,,,,,
BIH1986,,,,,,
BIH1987,,,,,,
BIH1988,,,,,,
BIH1989,,,,,,
BIH1990,,,,,,
BIH1991,,,,,,
BIH1992,,,,,,
BIH1993,,,,,,
BIH1994,,,,,,
BIH1995,,,,,,
BIH1996,,,,,,
BIH1997,,,,,,
BIH1998,,,,,,
BIH1999,,,,,,
BIH2000,,,,,,
BIH2001,,,,,,
BIH2002,,,,,,
BIH2003,,,,,,
BIH2004,,,,,,
BIH2005,,,,,,
BIH2006,,,,,,
BIH2007,,,,,,
BIH2008,,,,,,
BIH2009,,,,,,
BIH2010,,,,,,
BIH2011,,,,,,
BIH2012,,,,,,
BIH2013,,,,,,
BIH2014,,,,,,
BIH2015,,,,,,
BIH2016,,,,,,
BIH2017,,,,,,
BIH2018,,,,,,
BIH2019,,,,,0.087874926,11.37981037
BIH2020,,,,,0.095925649,10.42474048
BIH2021,,,,,0.099206967,10.07993718
BIH2022,,,,,,
BWA1980,0.028431304,35.17249812,,,,
BWA1981,0.030151723,33.16560057,,,,
BWA1982,0.029898024,33.44702618,,,,
BWA1983,0.031911691,31.33647799,,,,
BWA1984,0.032936135,30.36178981,,,,
BWA1985,0.032617585,30.65830946,,,,
BWA1986,0.032964115,30.33601857,,,,
BWA1987,0.033356281,29.97936137,,,,
BWA1988,0.033793138,29.59180652,,,,
BWA1989,0.034377683,29.08863876,,,,
BWA1990,0.035074665,28.51060741,,,,
BWA1991,0.037333181,26.78582325,,,,
BWA1992,0.038752426,25.80483609,,,,
BWA1993,0.040690465,24.57578195,,,,
BWA1994,0.042095782,23.75534908,,,,
BWA1995,0.043318326,23.08491793,,,,
BWA1996,,,,,,
BWA1997,0.039711542,25.18159595,,,,
BWA1998,0.040099647,24.93787541,,,,
BWA1999,0.040861686,24.47280335,,,,
BWA2000,0.04132344,24.19934075,,,,
BWA2001,0.041834212,23.90388036,,,,
BWA2002,0.042241129,23.67360945,,,,
BWA2003,0.04272859,23.40353368,,,,
BWA2004,0.042901819,23.30903515,,,,
BWA2005,0.043501749,22.9875815,,,,
BWA2006,0.043896581,22.78081771,,,,
BWA2007,0.04354604,22.96420048,,,,
BWA2008,0.043251935,23.12035263,,,,
BWA2009,0.042406757,23.58114779,,,,
BWA2010,0.041115992,24.32143698,,,,
BWA2011,0.040722517,24.55643904,,,,
BWA2012,0.044875967,22.28364245,,,,
BWA2013,0.046423377,21.5408713,,,,
BWA2014,0.046272619,21.61105263,,,,
BWA2015,0.043537003,22.96896718,,,,
BWA2016,,,,,,
BWA2017,0.040591982,24.63540697,,,,
BWA2018,,,,,,
BWA2019,,,,,,
BWA2020,,,,,,
BWA2021,0.038798396,25.77426116,0.071120067,14.06072914,0.053103715,18.83107425
BWA2022,,,,,,
BRA1980,,,,,,
BRA1981,,,,,,
BRA1982,,,,,,
BRA1983,,,,,,
BRA1984,,,,,,
BRA1985,,,,,,
BRA1986,,,,,,
BRA1987,,,,,,
BRA1988,,,,,,
BRA1989,,,,,,
BRA1990,,,,,,
BRA1991,,,,,,
BRA1992,,,,,,
BRA1993,,,,,,
BRA1994,,,,,,
BRA1995,,,,,,
BRA1996,,,,,,
BRA1997,,,,,,
BRA1998,,,,,,
BRA1999,0.063844559,15.66304196,0.051194604,19.53330849,,
BRA2000,,,,,,
BRA2001,0.065642066,15.23413362,0.060312954,16.58018618,,
BRA2002,0.065685031,15.22416877,0.063941357,15.63933025,0.049172203,20.33669299
BRA2003,0.065164856,15.34569496,0.068780727,14.53895659,0.051079419,19.57735662
BRA2004,0.062513591,15.99652141,0.06912237,14.46709649,0.057375631,17.42900217
BRA2005,0.063326555,15.79116377,0.07028082,14.228633,0.05977526,16.72932912
BRA2006,,,,,,
BRA2007,0.053725505,18.61313339,0.051067308,19.58199945,0.051625676,19.37020648
BRA2008,0.057353795,17.43563798,0.055561406,17.99810472,0.057191905,17.48499206
BRA2009,0.057924616,17.26381758,0.055469788,18.02783169,0.057680565,17.33686217
BRA2010,,,,,,
BRA2011,0.050262968,19.89536326,0.056712368,17.63283796,0.060335946,16.57386804
BRA2012,0.051070634,19.58072433,0.058162084,17.19333165,0.060194423,16.61283458
BRA2013,0.05179376,19.30734509,0.060355631,16.56846226,0.059993988,16.6683367
BRA2014,0.052737216,18.96194155,0.060454629,16.54133049,0.062823706,15.91755833
BRA2015,0.053024357,18.8592576,0.061592921,16.23563189,0.061041089,16.38240772
BRA2016,0.053525225,18.68278002,0.062876625,15.90416157,0.060485045,16.5330123
BRA2017,0.054298613,18.41667661,0.061955634,16.14058207,0.061161824,16.35006825
BRA2018,0.054404347,18.38088408,0.063017931,15.86849944,0.063872358,15.65622489
BRA2019,0.053635391,18.64440593,0.063020976,15.86773273,0.065042201,15.37463341
BRA2020,0.053182684,18.80311265,0.063258942,15.80804176,0.064530556,15.49653476
BRA2021,,,,,,
BRA2022,,,,,,
VGB1980,,,,,,
VGB1981,0.059110629,16.91743119,,,,
VGB1982,,,,,,
VGB1983,0.067901235,14.72727273,,,,
VGB1984,0.066818961,14.96581197,,,,
VGB1985,,,,,,
VGB1986,,,,,,
VGB1987,,,,,,
VGB1988,,,,,,
VGB1989,,,,,,
VGB1990,0.06518283,15.34146341,,,,
VGB1991,0.066455696,15.04761905,,,,
VGB1992,0.077595067,12.88741722,,,,
VGB1993,,,,,,
VGB1994,0.079922966,12.51204819,,,,
VGB1995,0.078531599,12.73372781,,,,
VGB1996,,,,,,
VGB1997,,,,,,
VGB1998,,,,,,
VGB1999,0.061793215,16.18300654,0.178414097,5.604938272,0.083778966,11.93617021
VGB2000,0.064288514,15.55487805,,,,
VGB2001,0.063594821,15.7245509,0.101101101,9.891089109,0.080592105,12.40816327
VGB2002,0.06506584,15.36904762,0.104208417,9.596153846,0.098569157,10.14516129
VGB2003,0.078577013,12.72636816,0.103030303,9.705882353,0.107255521,9.323529412
VGB2004,0.079483164,12.58128079,0.115618661,8.649122807,0.112,8.928571429
VGB2005,0.075193798,13.29896907,0.122345804,8.173553719,0.133333333,7.5
VGB2006,0.073596358,13.58762887,0.121364092,8.239669421,0.133333333,7.5
VGB2007,0.079453067,12.58604651,0.122586873,8.157480315,0.149300156,6.697916667
VGB2008,,,,,,
VGB2009,0.080949058,12.35344828,0.122103387,8.189781022,0.123919308,8.069767442
VGB2010,0.082117408,12.17768595,0.120585702,8.292857143,0.129888268,7.698924731
VGB2011,0.086712826,11.53231939,0.121237458,8.248275862,0.127717391,7.829787234
VGB2012,0.090998363,10.98920863,,,,
VGB2013,0.093977498,10.64084507,,,,
VGB2014,0.094801223,10.5483871,,,,
VGB2015,0.100953053,9.905594406,,,,
VGB2016,0.115995567,8.621019108,,,,
VGB2017,0.110896445,9.017421603,,,,
VGB2018,0.100162206,9.983805668,,,,
VGB2019,0.114432109,8.73880597,,,,
VGB2020,0.128712871,7.769230769,,,,
VGB2021,0.142112743,7.036666667,,,,
VGB2022,,,,,,
BRN1980,0.05777409,17.30879713,,,,
BRN1981,0.059814575,16.71833333,,,,
BRN1982,0.061802989,16.18044722,,,,
BRN1983,0.064042028,15.61474609,,,,
BRN1984,0.071277864,14.02960103,,,,
BRN1985,0.064937013,15.39953811,,,,
BRN1986,0.066889129,14.95011236,,,,
BRN1987,,,,,,
BRN1988,0.081496546,12.27045872,,,,
BRN1989,0.084194934,11.87719916,,,,
BRN1990,,,,,,
BRN1991,0.072563846,13.78096736,,,,
BRN1992,0.071760816,13.93518157,,,,
BRN1993,0.072993103,13.69992441,,,,
BRN1994,0.075287216,13.28246753,,,,
BRN1995,0.07802535,12.81634747,0.078916715,12.67158672,0.048726055,20.52290076
BRN1996,,,,,,
BRN1997,,,,,,
BRN1998,0.080265735,12.45861643,0.091063348,10.98136646,0.064788235,15.43490116
BRN1999,0.080099575,12.48446069,0.090163934,11.09090909,0.065326188,15.30779661
BRN2000,0.080620907,12.40373045,0.089854461,11.12910798,0.068051259,14.69480519
BRN2001,0.07869153,12.70784795,0.091185254,10.96668549,0.066752567,14.98069738
BRN2002,0.084861284,11.78393665,0.091833086,10.88932147,0.065857541,15.18429003
BRN2003,0.090332615,11.07019868,0.099198702,10.0807771,0.070749736,14.13432836
